Barometer (on Android device),Engine kW (At the wheels),Intake Manifold Pressure,Trip Time(whilst moving),Turbo Boost & Vacuum Gauge,accelerometertotal,accelerometerx,accelerometery,accelerometerz,airtemperatureintake,baropressure,coolanttemp,hpwheels,kff1296,kff1297,kff1298,maf,rpm,speedgps,speedobd,throttlepos,time,torque,tripdistance,tripkpl,triplp100km,tripmpg,voltageobdadapter
1003.393188,,45,3519.39,-7.977075579,0,0.18,0.98,-0.21,60,100,92,,45.4944525,3.217891966,51.28765554,2.27,694,0,0,14.90196078,2024-06-24T06:00:22.247366856Z,,30.8002765,10.13604576,9.865694242,23.8416657,13.69999981
1003.378357,,45,3519.39,-7.977075579,0.01,0.18,0.98,-0.23,60,100,92,,45.45956932,3.215424626,51.32500605,2.22,715.25,0,0,14.90196078,2024-06-24T06:00:27.363451681Z,,30.8002765,10.13531268,9.866407813,23.83994139,13.80000019
1003.374451,0.3561253559,43,3523.473,-8.267151054,0,0.2,0.97,-0.18,60,100,92,0.4775719687,45.42594332,3.213046207,51.36101047,2.43,754.5,2.807999823,3,14.90196078,2024-06-24T06:00:32.370052362Z,3.233268423,30.80350178,10.12462387,9.876824018,23.81479953,13.80000019
1003.377747,,49,3525.293,-7.396924628,0,0.17,0.96,-0.29,60,100,93,,45.39041909,3.210533524,51.39904739,3.61,780,0,1,18.03921569,2024-06-24T06:00:37.269841959Z,,30.80459678,10.1197575,9.881573566,23.80335302,13.89999962
1003.345947,3.035822706,34,3530.302,-9.572490695,0.01,0.19,0.97,-0.26,61,100,93,4.071105307,45.40154057,3.208088183,51.39037125,4.08,1650.75,11.87999951,12,18.43137255,2024-06-24T06:00:42.289866321Z,12.18315958,30.82705147,10.10669929,9.89434091,23.77263793,14
1003.295654,2.538957122,32,3535.314,-9.86256617,0.02,0.17,1,-0.16,61,100,93,3.404797583,45.44311935,3.205645103,51.35123555,2.73,1051.25,16.95599969,17,14.90196078,2024-06-24T06:00:47.280213693Z,8.122642247,30.83776564,10.10421189,9.89677664,23.76678716,13.80000019
1003.384705,,35,3540.22,-9.427452957,-0.01,0.18,0.96,-0.19,61,100,92,,45.48375749,3.203257293,51.31298522,2.3,905.75,12.13199927,12,14.90196078,2024-06-24T06:00:52.377465756Z,,30.85630842,10.11585349,9.885387161,23.79417014,13.69999981
1003.443176,,39,3545.31,-8.847302006,0.03,0.22,1.01,-0.13,61,100,92,,45.52585582,3.200783686,51.27336049,2.49,776.5,6.12000001,6,14.90196078,2024-06-24T06:00:57.390284685Z,,30.869848,10.11791439,9.883373623,23.79901772,13.69999981
1003.457581,,43,3547.546,-8.267151054,0,0.2,0.98,-0.19,61,100,92,,45.49504555,3.198369169,51.30658528,2.46,732.75,0,0,14.90196078,2024-06-24T06:01:02.396142597Z,,30.87196397,10.11367756,9.887513973,23.78905199,13.69999981
1003.443542,1.448016217,39,3551.103,-8.847302006,0.03,0.21,1.01,-0.17,61,100,93,1.941821732,45.47165761,3.195959261,51.33238313,2.46,861.5,5.867999827,6,14.90196078,2024-06-24T06:01:07.335957334Z,11.85176959,30.87503772,10.10570491,9.895314495,23.77029898,13.69999981
1003.454407,,37,3556.019,-9.137377481,-0.01,0.2,0.96,-0.21,61,100,93,,45.51223434,3.19358102,51.29418464,2.43,876.5,6.407999727,7,14.90196078,2024-06-24T06:01:12.396080962Z,,30.88369953,10.10007945,9.900825906,23.75706696,13.80000019
1003.495667,,38,3561.112,-8.992339743,0,0.18,0.98,-0.2,61,100,93,,45.55420838,3.19112088,51.25467074,2.4,859.25,6.263999868,6,14.90196078,2024-06-24T06:01:18.000902459Z,,30.89294564,10.09596321,9.904862586,23.74738488,13.80000019
1003.514465,,44,3566.112,-8.122113317,0.01,0.2,0.99,-0.16,61,100,93,,45.54979947,3.188709348,51.26149118,2.35,726,1.151999944,2,14.90196078,2024-06-24T06:01:22.345795285Z,,30.89838536,10.08610987,9.914538855,23.7242082,13.19999981
1003.511963,0.07813720889,44,3567.839,-8.122113317,0,0.19,0.98,-0.2,62,100,93,0.1047837231,45.51511474,3.186281247,51.29860402,2.38,725,0,0,14.90196078,2024-06-24T06:01:27.359936234Z,0.7374527486,30.89862286,10.08033956,9.920214258,23.71063546,13.69999981
1003.499084,,44,3567.839,-8.122113317,0,0.18,0.97,-0.2,62,100,93,,45.48147802,3.183926511,51.33459547,2.27,687.25,0,0,14.90196078,2024-06-24T06:01:32.418936489Z,,30.89862286,10.07948357,9.921056728,23.70862202,13.60000038
1003.51123,,45,3567.839,-7.977075579,0.01,0.18,0.99,-0.19,62,100,93,,45.44668477,3.181490813,51.37182442,2.3,682,0,0,14.90196078,2024-06-24T06:01:37.431458162Z,,30.89862286,10.07877146,9.921757694,23.70694702,13.60000038
1003.507996,,45,3567.839,-7.977075579,0,0.18,0.98,-0.21,62,100,93,,45.41225948,3.179080874,51.40865965,2.15,669,0,0,14.90196078,2024-06-24T06:01:42.345551291Z,,30.89862286,10.07777636,9.922737386,23.70460639,13.60000038
1003.487793,2.579979359,54,3568.744,-6.671735939,0.03,0.13,1,-0.29,62,100,94,3.459809309,45.38345993,3.176683193,51.43985687,4.19,1516.75,6.515999621,6,21.56862745,2024-06-24T06:01:47.703573527Z,12.78067064,30.89905342,10.07524744,9.925228024,23.69865795,13.89999962
1003.523254,0.8213859016,35,3573.68,-9.427452957,0.03,0.09,1.02,-0.22,62,100,94,1.101496637,45.42402157,3.174323991,51.40165444,2.32,902.75,11.1239994,12,14.90196078,2024-06-24T06:01:52.539037766Z,6.281281585,30.91380995,10.07776775,9.922745865,23.70458613,13.69999981
1003.610474,1.116534277,30,3578.643,-10.15264165,0.01,0.19,0.99,-0.13,63,100,94,1.497297128,45.46474438,3.171955414,51.3633002,2.3,977.75,14.29199972,14,14.90196078,2024-06-24T06:01:57.373241861Z,6.591621557,30.92979995,10.08306579,9.91753206,23.71704801,13.30000019
1003.673828,0.8751662811,33,3583.719,-9.717528432,0,0.2,0.98,-0.15,63,100,94,1.173617314,45.50633158,3.169536562,51.32413186,2.4,952.5,14.43600044,14,14.90196078,2024-06-24T06:02:02.347097016Z,6.481428112,30.94748217,10.0920123,9.908740228,23.73809168,13.80000019
1003.755188,0.900546877,36,3588.733,-9.282415219,0,0.21,0.97,-0.15,63,100,94,1.207653254,45.54734859,3.167150873,51.28550054,2.35,893.75,10.61999989,10,14.90196078,2024-06-24T06:02:07.374419774Z,7.035601654,30.96279147,10.09938879,9.901502983,23.75544242,13.69999981
1003.825439,,42,3593.652,-8.412188792,0,0.21,0.98,-0.1,63,100,94,,45.57599291,3.164813874,51.25919321,2.35,747.25,3.779999728,4,14.90196078,2024-06-24T06:02:12.371198777Z,,30.97383175,10.09859251,9.902283728,23.75356943,13.69999981
1003.833618,0.2791035193,43,3598.738,-8.267151054,0.01,0.19,0.99,-0.2,63,100,94,0.3742839845,45.54124775,3.162401157,51.29635109,2.43,769.25,3.49200001,4,14.90196078,2024-06-24T06:02:17.368150762Z,2.574642419,30.97791647,10.08978303,9.910929495,23.73284808,13.80000019
1003.860168,,45,3603.671,-7.977075579,0,0.2,0.98,-0.14,63,100,94,,45.50759839,3.160064532,51.33233708,2.4,741.25,1.944000026,2,14.90196078,2024-06-24T06:02:22.375425732Z,,30.98369689,10.0803583,9.920195813,23.71067955,13.60000038
1003.860107,,44,3604.657,-8.122113317,0,0.19,0.98,-0.17,63,100,94,,45.47388301,3.157723324,51.36839367,2.27,714,0,0,14.90196078,2024-06-24T06:02:27.402277187Z,,30.98405231,10.07735598,9.923151316,23.70361758,13.69999981
1003.862183,,43,3604.657,-8.267151054,0,0.18,0.98,-0.18,63,100,95,,45.4391302,3.155310076,51.40555972,2.32,688.75,0,0,14.90196078,2024-06-24T06:02:32.395966993Z,,30.98405231,10.07651719,9.92397734,23.70164461,13.69999981
1003.850525,,45,3604.657,-7.977075579,0,0.19,0.97,-0.19,63,100,95,,45.40537366,3.152966009,51.44166033,2.17,677.75,0,0,14.90196078,2024-06-24T06:02:37.40223782Z,,30.98405231,10.07581937,9.924664643,23.70000322,13.80000019
1003.844727,1.273844781,44,3605.328,-8.122113317,0,0.18,0.97,-0.19,63,100,95,1.708253989,45.37147752,3.150612249,51.47791023,2.49,723.5,3.888000051,4,14.90196078,2024-06-24T06:02:42.403143043Z,12.40048369,30.98452189,10.07498339,9.925488153,23.69803685,13.69999981
1003.875183,,43,3608.761,-8.267151054,0,0.19,0.98,-0.18,63,100,95,,45.33737487,3.148244148,51.51438099,2.3,730.75,0,0,14.90196078,2024-06-24T06:02:47.400023471Z,,30.98747314,10.06792167,9.932449968,23.68142651,13.80000019
1003.866333,,44,3608.761,-8.122113317,0,0.19,0.98,-0.18,63,100,95,,45.30470154,3.1459753,51.54932316,2.27,698.25,0,0,14.90196078,2024-06-24T06:02:52.809692311Z,,30.98747314,10.06722787,9.933134474,23.67979459,13.69999981
1003.879639,,43,3608.761,-8.267151054,0.01,0.2,0.98,-0.17,64,100,95,,45.26999764,3.143565448,51.58643691,2.12,692,0,0,14.90196078,2024-06-24T06:02:57.407944136Z,,30.98747314,10.06639671,9.933954637,23.67783955,13.80000019
1003.875488,,45,3608.761,-7.977075579,0,0.19,0.98,-0.16,64,100,95,,45.23634366,3.141228503,51.62242784,2.17,680.25,0,0,14.90196078,2024-06-24T06:03:02.432831858Z,,30.98747314,10.06556705,9.934773449,23.67588805,13.60000038
1003.855652,0.07497375914,45,3609.733,-7.977075579,0.03,0.18,0.99,-0.26,64,100,95,0.1005414671,45.20380229,3.138968818,51.6572289,3.61,1165.75,2.771999858,1,18.03921569,2024-06-24T06:03:07.452320695Z,0.4235362223,30.98763953,10.06219856,9.938099278,23.66796481,13.80000019
1003.858337,4.42869796,50,3614.86,-7.25188689,0.06,0.21,1.03,-0.22,64,100,95,5.938981789,45.23175804,3.136576213,51.63166575,6.63,1593.75,18.39599999,19,22.35294118,2024-06-24T06:03:12.430355978Z,20.59526732,31.00289897,10.05405326,9.946150633,23.64880572,13.89999962
1003.917053,3.589375447,25,3619.901,-10.87783033,0.07,0.15,1.05,-0.15,64,100,95,4.813431759,45.27277287,3.134227295,51.59299984,2.65,1308.75,27.07199921,27,14.90196078,2024-06-24T06:03:17.424701152Z,14.34334389,31.03215897,10.05880773,9.941449416,23.65998902,13.89999962
1004.082764,,32,3624.845,-9.86256617,0.04,0.19,1.01,-0.19,64,100,95,,45.31293885,3.131926989,51.55513416,2.43,1007,25.23600016,26,14.90196078,2024-06-24T06:03:22.446478654Z,,31.065663,10.08665971,9.913998398,23.72550151,13.80000019
1004.257324,,35,3629.936,-9.427452957,0.05,0.3,1,-0.14,63,100,95,,45.35423753,3.129561815,51.51620066,2.4,877.75,12.34799991,11,14.90196078,2024-06-24T06:03:27.424867922Z,,31.0929005,10.10934132,9.891755071,23.77885242,13.69999981
1004.259216,,45,3634.876,-7.977075579,0,0.24,0.97,-0.16,62,100,95,,45.35924023,3.127270205,51.51348956,2.35,735,2.231999958,2,14.90196078,2024-06-24T06:03:32.44811456Z,,31.10194689,10.10405294,9.896932333,23.76641328,13.69999981
1004.260498,,45,3635.692,-7.977075579,0,0.23,0.96,-0.18,62,100,95,,45.32532533,3.124931959,51.54974271,2.27,715,0,0,14.90196078,2024-06-24T06:03:37.441499669Z,,31.10217314,10.10079101,9.900128426,23.75874068,13.69999981
1004.279053,0.04970080115,45,3637.579,-7.977075579,0.01,0.23,0.98,-0.15,62,100,95,0.06664987217,45.29215827,3.122645272,51.58519646,2.2,690.5,0.9359999409,1,14.90196078,2024-06-24T06:03:42.440518098Z,0.5038432942,31.1027887,10.09533607,9.905477893,23.74590974,13.69999981
1004.279785,,44,3637.795,-8.122113317,0,0.23,0.96,-0.19,62,100,95,,45.25835696,3.120314858,51.62132818,2.32,673.5,0,0,14.90196078,2024-06-24T06:03:47.45980513Z,,31.1027887,10.09465265,9.906148505,23.74430223,13.69999981
1004.281982,,44,3637.795,-8.122113317,0.01,0.23,0.97,-0.21,62,100,95,,45.22526107,3.118033078,51.65670585,2.32,674.25,0,0,14.90196078,2024-06-24T06:03:52.469261738Z,,31.1027887,10.09383389,9.906952043,23.74237636,13.69999981
1004.288574,,44,3637.795,-8.122113317,0,0.23,0.96,-0.21,62,100,96,,45.19166628,3.115716902,51.69261682,2.24,670.5,0,0,14.90196078,2024-06-24T06:03:57.463251072Z,,31.1027887,10.09301658,9.90775428,23.74045393,13.60000038
1004.284912,,45,3637.795,-7.977075579,0,0.22,0.97,-0.21,63,100,96,,45.15824131,3.113412434,51.72834625,2.3,674.5,0,0,14.90196078,2024-06-24T06:04:02.49610978Z,,31.1027887,10.09220073,9.908555219,23.73853491,13.69999981
1004.276367,,43,3637.795,-8.267151054,0,0.22,0.97,-0.19,63,100,96,,45.1250188,3.111121925,51.76385927,2.32,679,0,0,14.90196078,2024-06-24T06:04:07.475047594Z,,31.1027887,10.09152196,9.909221681,23.73693834,13.60000038
1004.262451,,44,3637.795,-8.122113317,0,0.23,0.96,-0.19,63,100,96,,45.09173218,3.108826996,51.79944082,2.22,679.75,0,0,14.90196078,2024-06-24T06:04:12.500008653Z,,31.1027887,10.09070877,9.910020254,23.73502556,13.69999981
1004.274414,,45,3637.795,-7.977075579,0,0.22,0.96,-0.2,63,100,96,,45.05858752,3.106541854,51.83487063,2.2,668.5,0,0,14.90196078,2024-06-24T06:04:17.48844117Z,,31.1027887,10.08989701,9.910817542,23.73311616,13.60000038
1004.260986,,43,3637.795,-8.267151054,0,0.22,0.95,-0.21,63,100,96,,45.02527293,3.104244995,51.87048208,2.15,682,0,0,14.90196078,2024-06-24T06:04:22.514440679Z,,31.1027887,10.08922164,9.91148097,23.73152758,13.69999981
1004.255615,1.491024034,44,3641.78,-8.122113317,0,0.22,0.96,-0.27,64,100,97,1.999496165,45.00191357,3.101958372,51.89612805,3.86,1113.25,5.795999898,6,18.03921569,2024-06-24T06:04:27.493486374Z,12.06358858,31.10654495,10.08007206,9.920477513,23.71000627,13.89999962
1004.268799,,57,3646.657,-6.236622725,0.02,0.17,0.98,-0.32,64,100,97,,45.04132207,3.099735686,51.85894224,7.69,1544.5,8.60400015,9,22.35294118,2024-06-24T06:04:32.517070785Z,,31.1165712,10.07573183,9.92475087,23.69979731,13.89999962
1004.178711,8.388621973,64,3651.78,-5.221358561,0.07,0.14,1.05,-0.21,64,100,97,11.24932736,45.08265759,3.097404312,51.8199381,9.07,2044.5,23.86799978,24,21.56862745,2024-06-24T06:04:37.509106141Z,29.0683726,31.13650217,10.06671207,9.933643433,23.67858134,13.80000019
1004.232422,1.951600311,66,3656.752,-4.931283085,0.01,0.15,0.99,-0.26,64,100,96,2.617139126,45.12271534,3.095145007,51.78213965,9.6,2133.75,26.20800006,27,23.92156863,2024-06-24T06:04:42.508049715Z,10.51460294,31.17231675,10.079453,9.921086812,23.70855013,13.89999962
1004.343811,,33,3661.772,-9.717528432,0,0.28,0.96,-0.14,63,100,96,,45.16310056,3.092867232,51.7440322,2.51,1019.75,25.23600016,26,14.90196078,2024-06-24T06:04:47.5356182Z,,31.20455508,10.10654253,9.894494373,23.77226922,13.69999981
1004.426514,,34,3666.764,-9.572490695,0,0.23,0.97,-0.1,63,100,96,,45.20320163,3.090605483,51.70619289,2.3,945,15.91199985,16,14.90196078,2024-06-24T06:04:52.529900662Z,,31.23172564,10.12730288,9.874211273,23.821101,13.69999981
1004.527588,,45,3671.041,-7.977075579,0,0.19,0.98,-0.2,62,100,96,,45.21666448,3.088335286,51.69500023,2.4,738.5,0,0,14.90196078,2024-06-24T06:04:57.537126008Z,,31.24199703,10.12823952,9.873298126,23.82330413,13.69999981
1004.495789,0.06103664637,71,3671.607,-4.206094396,0,0.1,0.94,-0.38,62,100,96,0.08185149101,45.18380553,3.086090993,51.73010348,9.94,1596.25,2.807999823,1,24.70588235,2024-06-24T06:05:02.531430443Z,0.4074730149,31.2420937,10.12483615,9.876616939,23.81529885,13.80000019
1004.453857,6.486887217,69,3676.538,-4.496169872,0.01,0.12,1,-0.24,62,100,96,8.699059046,45.21534898,3.083866637,51.70078438,9.87,1884.75,22.031999,22,24.31372549,2024-06-24T06:05:07.540064011Z,25.96984971,31.26064939,10.1164584,9.884796067,23.79559299,13.89999962
1004.542297,,33,3681.534,-9.717528432,0,0.21,0.96,-0.06,61,100,96,,45.25532732,3.081616228,51.66305645,2.4,1008,18.50399903,18,14.90196078,2024-06-24T06:05:12.547762079Z,,31.29130995,10.13221458,9.869424639,23.83265414,13.69999981
1004.651611,,38,3686.63,-8.992339743,0.01,0.21,0.99,-0.06,61,100,96,,45.2960458,3.079324156,51.62463004,2.49,845.25,6.659999909,8,14.90196078,2024-06-24T06:05:17.554310904Z,,31.30692008,10.13987537,9.861968178,23.85067359,13.69999981
1004.629272,0.6352836538,49,3691.616,-7.396924628,0,0.16,0.97,-0.26,61,100,96,0.8519294124,45.26796309,3.077084857,51.65495205,3.64,1039.25,5.615999645,5,19.21568627,2024-06-24T06:05:22.559175693Z,5.528987672,31.31131231,10.13065196,9.870946965,23.8289786,13.89999962
1004.656982,0.705345234,35,3696.572,-9.427452957,0,0.18,0.98,-0.2,61,100,96,0.9458835391,45.30576207,3.074862257,51.61937567,4.23,1674.25,11.84399955,13,18.82352941,2024-06-24T06:05:27.560051106Z,3.190098152,31.32481772,10.12716952,9.874341305,23.82078731,13.89999962
1004.781799,,44,3701.61,-8.122113317,0,0.2,0.98,-0.13,61,100,96,,45.33374617,3.072606172,51.59364766,2.46,734,3.383999902,4,14.90196078,2024-06-24T06:05:32.569222889Z,,31.33726758,10.13018509,9.871401889,23.82788044,13.60000038
1004.779846,,45,3702.96,-7.977075579,0,0.18,0.98,-0.18,61,100,96,,45.30065335,3.070363224,51.62898343,2.35,720,0,0,14.90196078,2024-06-24T06:05:37.582390643Z,,31.33813661,10.12547969,9.875989214,23.81681256,13.60000038
1004.764709,,43,3702.96,-8.267151054,0,0.18,0.98,-0.17,61,100,96,,45.26770097,3.068129796,51.66416924,2.4,695.75,0,0,14.90196078,2024-06-24T06:05:42.580006759Z,,31.33813661,10.12455401,9.876892168,23.81463521,13.69999981
1004.763733,,44,3702.96,-8.122113317,0.01,0.19,0.99,-0.17,61,100,96,,45.23475048,3.065896495,51.69935303,2.17,676.75,0,0,14.90196078,2024-06-24T06:05:47.578738066Z,,31.33813661,10.12376205,9.877664816,23.81277239,13.60000038
1004.769714,,45,3702.96,-7.977075579,0.01,0.19,0.99,-0.18,61,100,96,,45.2023074,3.063697586,51.73399501,2.17,676.75,0,0,14.90196078,2024-06-24T06:05:52.605345452Z,,31.33813661,10.12297145,9.878436258,23.81091277,13.60000038
1004.771729,0.05411606811,45,3704.315,-7.977075579,0,0.18,0.98,-0.15,62,100,96,0.0725708427,45.16939958,3.061467177,51.76913324,2.22,670.5,0,0,14.90196078,2024-06-24T06:05:57.605589095Z,0.5644458584,31.33845592,10.11757618,9.88370401,23.79822218,13.69999981
1004.76062,,43,3704.315,-8.267151054,0.01,0.19,0.99,-0.16,62,100,97,,45.13654618,3.059240457,51.80421337,2.27,673,0,0,14.90196078,2024-06-24T06:06:02.590221662Z,,31.33845592,10.11691981,9.884345252,23.79667828,13.69999981
1004.765442,,45,3704.315,-7.977075579,0.01,0.18,0.99,-0.17,62,100,97,,45.10362943,3.057009444,51.83936113,2.2,672.5,0,0,14.90196078,2024-06-24T06:06:07.596620604Z,,31.33845592,10.11626437,9.884985662,23.79513659,13.60000038
1004.771057,,45,3704.315,-7.977075579,0,0.19,0.98,-0.18,63,100,97,,45.07093686,3.054793624,51.87426952,2.15,670,0,0,14.90196078,2024-06-24T06:06:12.611662016Z,,31.33845592,10.11560987,9.885625243,23.79359709,13.60000038
1004.751709,,44,3704.315,-8.122113317,0,0.18,0.98,-0.18,63,100,97,,45.03857185,3.052600006,51.90882814,2.22,674.75,0,0,14.90196078,2024-06-24T06:06:17.618736322Z,,31.33845592,10.11482569,9.88639165,23.79175258,13.60000038
1004.765625,,45,3704.315,-7.977075579,0.01,0.16,0.99,-0.2,63,100,97,,45.00638995,3.050418799,51.94319125,2.2,687.75,0,0,14.90196078,2024-06-24T06:06:22.618595195Z,,31.33845592,10.11404285,9.887156871,23.7899112,13.80000019
1004.742798,3.74111485,50,3709.095,-7.25188689,0.02,0.15,0.98,-0.3,63,100,97,5.016917651,45.01581051,3.048207675,51.93598182,7.93,2197.5,15.65999924,16,22.35294118,2024-06-24T06:06:27.63786516Z,12.6860142,31.34743258,10.104485,9.896509151,23.76742955,13.80000019
1004.812317,1.823793489,33,3714.147,-9.717528432,0.02,0.22,0.99,-0.13,64,100,97,2.445747355,45.05591507,3.045984363,51.89810057,2.51,1053,26.45999896,27,14.90196078,2024-06-24T06:06:32.642468427Z,10.78737359,31.37620633,10.11534633,9.88588279,23.79297722,13.69999981
1005.067993,,35,3719.084,-9.427452957,0.03,0.24,1,-0.04,64,100,97,,45.09505023,3.043814792,51.86113498,2.24,889.75,12.95999931,13,14.90196078,2024-06-24T06:06:37.635394696Z,,31.40219911,10.13651517,9.865237366,23.84276985,13.69999981
1005.106445,,44,3724.102,-8.122113317,0,0.23,0.97,-0.09,64,100,97,,45.0972723,3.04161279,51.86111491,2.38,727,3.527999975,4,14.90196078,2024-06-24T06:06:42.640625466Z,,31.4113955,10.13323123,9.868434454,23.83504548,13.69999981
1005.107727,,44,3727.893,-8.122113317,0,0.18,0.98,-0.19,64,100,97,,45.06457356,3.039407404,51.89601904,2.38,718.25,0,0,14.90196078,2024-06-24T06:06:47.66579473Z,,31.41338717,10.12423395,9.877204409,23.81388238,13.60000038
1005.124268,,45,3727.893,-7.977075579,0,0.2,0.98,-0.15,64,100,97,,45.0319222,3.037205213,51.93087258,2.24,696.5,0,0,14.90196078,2024-06-24T06:06:52.656639735Z,,31.41338717,10.12358702,9.877835597,23.81236068,13.60000038
1005.132507,,44,3727.893,-8.122113317,0,0.18,0.97,-0.19,64,100,97,,44.99957706,3.035023676,51.96539926,2.22,684.75,0,0,14.90196078,2024-06-24T06:06:57.661524938Z,,31.41338717,10.12268284,9.878717907,23.8102339,13.60000038
1005.118347,,45,3727.893,-7.977075579,0,0.19,0.97,-0.18,64,100,97,,44.96773085,3.032875789,51.99939336,2.15,679.25,0,0,14.90196078,2024-06-24T06:07:02.685521196Z,,31.41338717,10.12203808,9.879347164,23.80871733,13.80000019
1005.109131,,45,3727.893,-7.977075579,0,0.19,0.98,-0.16,64,100,97,,44.93507762,3.030673472,52.03424891,2.22,679.25,0,0,14.90196078,2024-06-24T06:07:07.675357094Z,,31.41338717,10.12139423,9.879975622,23.80720287,13.60000038
1005.100403,,43,3727.893,-8.267151054,0.01,0.19,0.99,-0.15,64,100,97,,44.90314857,3.028519998,52.06833143,2.27,672.25,0,0,14.90196078,2024-06-24T06:07:12.662094498Z,,31.41338717,10.12062279,9.880728717,23.80538832,13.69999981
1005.104431,,44,3727.893,-8.122113317,0.01,0.19,0.98,-0.17,64,100,97,,44.87058259,3.026323566,52.10309384,2.27,671,0,0,14.90196078,2024-06-24T06:07:17.702188431Z,,31.41338717,10.11998091,9.88135542,23.80387852,13.60000038
1005.09729,,43,3727.893,-8.267151054,0.01,0.2,0.98,-0.16,64,100,97,,44.83847515,3.02415806,52.13736679,2.27,668.25,0,0,14.90196078,2024-06-24T06:07:22.680262466Z,,31.41338717,10.11921184,9.882106416,23.80206953,13.60000038
1005.106201,,44,3727.893,-8.122113317,0.01,0.19,0.99,-0.17,64,100,97,,44.80635587,3.021991756,52.17165237,2.12,669,0,0,14.90196078,2024-06-24T06:07:27.694657527Z,,31.41338717,10.11844405,9.882856273,23.80026356,13.60000038
1005.112915,,45,3727.893,-7.977075579,0,0.19,0.97,-0.2,65,100,97,,44.77422489,3.019824662,52.20595045,2.3,677.25,0,0,14.90196078,2024-06-24T06:07:32.696478582Z,,31.41338717,10.11767754,9.883604993,23.7984606,13.60000038
1005.094421,,44,3727.893,-8.122113317,0,0.19,0.98,-0.19,65,100,97,,44.74231915,3.01767276,52.24000809,2.3,676.75,0,0,14.90196078,2024-06-24T06:07:37.692650858Z,,31.41338717,10.11703976,9.884228061,23.79696042,13.69999981
1005.108582,,44,3727.893,-8.122113317,0,0.19,0.98,-0.2,65,100,97,,44.71007542,3.015498062,52.27442652,2.15,672.75,0,0,14.90196078,2024-06-24T06:07:42.724135731Z,,31.41338717,10.11627558,9.884974708,23.79516296,13.69999981
1005.094421,,45,3727.893,-7.977075579,0.02,0.2,0.99,-0.16,65,100,97,,44.67819719,3.013348016,52.30845479,2.27,675.25,0,0,14.90196078,2024-06-24T06:07:47.727173361Z,,31.41338717,10.11551267,9.885720228,23.79336847,13.69999981
1005.108032,0.06594913998,53,3728.133,-6.816773676,0.02,0.16,0.99,-0.27,65,100,97,0.08843925346,44.64635802,3.011200604,52.34244138,3.82,818.75,0,1,14.90196078,2024-06-24T06:07:52.728081956Z,0.5673074311,31.41338717,10.11475103,9.886464625,23.79157696,13.89999962
1005.01239,8.225230302,80,3733.107,-2.900754756,0,0.17,0.97,-0.28,65,100,97,11.03021552,44.66702855,3.009064404,52.32390704,14.42,2173,23.14799877,22,28.23529412,2024-06-24T06:07:57.733113735Z,27.07357958,31.42880481,10.10412977,9.896857074,23.766594,13.89999962
1004.883667,5.08456433,82,3738.071,-2.61067928,0.09,0.13,1.07,-0.23,65,100,97,6.818513079,44.70617612,3.006935519,52.28688836,16.21,2316.75,38.44800008,39,29.80392157,2024-06-24T06:08:02.740311036Z,15.54289526,31.46733647,10.09651051,9.90432567,23.74867223,13.89999962
1004.850281,3.022676239,26,3743.137,-10.7327926,0.21,0.43,1.11,-0.28,62,100,97,4.053475604,44.74607102,3.004765993,52.24916299,2.43,1368,48.85199761,49,14.90196078,2024-06-24T06:08:07.723063234Z,15.56202768,31.52926758,10.09484098,9.905963689,23.74474522,13.89999962
1004.98291,,27,3748.095,-10.58775486,0.06,0.05,1.05,-0.05,61,100,97,,44.78505971,3.002645747,52.21229454,2.57,1266.75,45.89999878,46,14.90196078,2024-06-24T06:08:12.73006586Z,,31.60874912,10.10369277,9.897285132,23.7655661,13.80000019
1005.302429,,27,3753.146,-10.58775486,0.01,0.16,0.99,-0.19,60,100,97,,44.8247232,3.000488806,52.174788,2.54,1215.5,44.42399937,44,14.90196078,2024-06-24T06:08:17.757266869Z,,31.65954347,10.11189464,9.889257332,23.78485827,13.80000019
1005.538086,2.587417756,57,3758.121,-6.236622725,0.12,0.28,1.07,-0.27,60,100,97,3.469784363,44.86373422,2.998367346,52.13789844,8.05,1691,41.36399808,42,22.74509804,2024-06-24T06:08:21.752442002Z,10.77664546,31.72969169,10.1182173,9.88307775,23.7997302,13.80000019
1005.644592,3.187735372,29,3763.087,-10.29767938,0.05,0.15,1.02,0.06,59,100,96,4.274823547,44.90261969,2.996252714,52.10112759,2.4,1159.75,40.78799864,41,14.90196078,2024-06-24T06:08:26.763853908Z,17.713115,31.77683177,10.12764147,9.873881156,23.82189742,13.80000019
1005.913635,,28,3768.122,-10.44271712,0.01,0.17,1,-0.15,59,100,96,,44.9419895,2.994111742,52.06389876,2.4,1202.25,30.45599933,31,14.90196078,2024-06-24T06:08:31.774905379Z,,31.83572167,10.16416394,9.838401741,23.90780436,13.69999981
1005.844666,2.036493971,34,3773.082,-9.572490695,0.01,0.17,0.99,-0.21,59,100,96,2.730983399,44.9807179,2.992005652,52.02727645,3.44,1372.75,29.37599867,29,18.82352941,2024-06-24T06:08:36.78598712Z,11.26054941,31.86812388,10.17794177,9.82508355,23.94021209,13.89999962
